Code,Name,Panel,
wfdc2,WAP four-disulfide core domain protein 2 (WFDC2),Oncology,
wfikkn1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1 (WFIKKN1)",Neurology,
wfikkn2,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2 (WFIKKN2)",Inflammation,
wif1,Wnt inhibitory factor 1 (WIF-1),Oncology,
wnt9a,Protein Wnt-9a (WNT9A),Inflammation,
wwp2,NEDD4-like E3 ubiquitin-protein ligase (WWP2),Neurology,
xcl1,Lymphotactin (XCL1) ,Oncology,
xg,Glycoprotein Xg (XG),Cardiometabolic,
xpnpep2,Xaa-Pro aminopeptidase 2 (XPNPEP2),Oncology,
xrcc4,DNA repair protein XRCC4 ,Neurology,
yes1,Tyrosine-protein kinase Yes (YES1),Oncology,
ythdf3,YTH domain-containing family protein 3 (YTHDF3),Inflammation,
zbtb16,Zinc finger and BTB domain-containing protein 16 (ZBTB16),Oncology,
zbtb17,Zinc finger and BTB domain-containing protein 17 (ZBTB17),Cardiometabolic,
a1bg,Alpha-1B-glycoprotein,Inflammation II,
aamdc,Mth938 domain-containing protein,Cardiometabolic II,
abca2,ATP-binding cassette sub-family A member 2,Cardiometabolic II,
abo,Histo-blood group ABO system transferase,Inflammation II,
abraxas2,BRISC complex subunit Abraxas 2,Cardiometabolic II,
acadm,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",Oncology II,
acadsb,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",Cardiometabolic II,
ace,Angiotensin-converting enzyme,Inflammation II,
ache,Acetylcholinesterase,Inflammation II,
acot13,Acyl-coenzyme A thioesterase 13,Oncology II,
acp1,Low molecular weight phosphotyrosine protein phosphatase,Inflammation II,
acrbp,Acrosin-binding protein,Oncology II,
acrv1,Acrosomal protein SP-10,Inflammation II,
acsl1,Long-chain-fatty-acid--CoA ligase 1,Cardiometabolic II,
actn2,Alpha-actinin-2,Cardiometabolic II,
acy3,N-acyl-aromatic-L-amino acid amidohydrolase,Cardiometabolic II,
acyp1,Acylphosphatase-1,Inflammation II,
adam12,Disintegrin and metalloproteinase domain-containing protein 12,Inflammation II,
adam9,Disintegrin and metalloproteinase domain-containing protein 9,Oncology II,
adamts1,A disintegrin and metalloproteinase with thrombospondin motifs 1,Inflammation II,
adamts4,A disintegrin and metalloproteinase with thrombospondin motifs 4,Inflammation II,
adamtsl2,ADAMTS-like protein 2,Cardiometabolic II,
adamtsl4,ADAMTS-like protein 4,Cardiometabolic II,
adamtsl5,ADAMTS-like protein 5,Cardiometabolic II,
add1,Alpha-adducin,Inflammation II,
adgrd1,Adhesion G-protein coupled receptor D1,Inflammation II,
adgre1,Adhesion G protein-coupled receptor E1,Oncology II,
adgrf5,Adhesion G protein-coupled receptor F5,Cardiometabolic II,
adgrv1,Adhesion G-protein coupled receptor V1,Neurology II,
adh1b,All-trans-retinol dehydrogenase,Inflammation II,
adipoq,Adiponectin,Inflammation II,
adra2a,Alpha-2A adrenergic receptor,Cardiometabolic II,
afap1,Actin filament-associated protein 1,Inflammation II,
afm,Afamin,Inflammation II,
agbl2,Cytosolic carboxypeptidase 2,Neurology II,
agt,Angiotensinogen,Inflammation II,
ahnak,Neuroblast differentiation-associated protein AHNAK,Cardiometabolic II,
ahnak2,Protein AHNAK2,Cardiometabolic II,
ahsa1,Activator of 90 kDa heat shock protein ATPase homolog 1,Oncology II,
ahsg,Alpha-2-HS-glycoprotein,Inflammation II,
aida,"Axin interactor, dorsalization-associated protein",Neurology II,
aif1l,Allograft inflammatory factor 1-like,Cardiometabolic II,
ak2,"Adenylate kinase 2, mitochondrial",Neurology II,
akap12,A-kinase anchor protein 12,Inflammation II,
akr1b10,Aldo-keto reductase family 1 member B10,Neurology II,
akr7l,Aflatoxin B1 aldehyde reductase member 4,Inflammation II,
akt2,RAC-beta serine/threonine-protein kinase,Neurology II,
aldh2,"Aldehyde dehydrogenase, mitochondrial",Oncology II,
aldh5a1,"Succinate-semialdehyde dehydrogenase, mitochondrial",Neurology II,
alms1,Alstrom syndrome protein 1,Oncology II,
alpi,Intestinal-type alkaline phosphatase,Inflammation II,
amdhd2,N-acetylglucosamine-6-phosphate deacetylase,Cardiometabolic II,
amigo1,Amphoterin-induced protein 1,Neurology II,
amot,Angiomotin,Inflammation II,
amotl2,Angiomotin-like protein 2,Oncology II,
ampd3,AMP deaminase 3,Neurology II,
amy1a_amy1b_amy1c,Alpha-amylase 1A_Alpha-amylase 1B_Alpha-amylase 1C,Inflammation II,
ank2,Ankyrin-2,Cardiometabolic II,
ankmy2,Ankyrin repeat and MYND domain-containing protein 2,Inflammation II,
ankra2,Ankyrin repeat family A protein 2,Oncology II,
anp32c,Acidic leucine-rich nuclear phosphoprotein 32 family member C,Cardiometabolic II,
anxa1,Annexin A1 (ANXA1),Inflammation II,
anxa2,Annexin A2,Cardiometabolic II,
ap1g2,AP-1 complex subunit gamma-like 2,Oncology II,
ap2b1,AP-2 complex subunit beta,Neurology II,
ap3b1,AP-3 complex subunit beta-1,Oncology II,
ap3s2,AP-3 complex subunit sigma-2,Neurology II,
apcs,Serum amyloid P-component,Inflammation II,
apoa1,Apolipoprotein A-I,Inflammation II,
apoa2,Apolipoprotein A-II,Inflammation II,
apoa4,Apolipoprotein A-IV,Inflammation II,
apob,Apolipoprotein B-100,Inflammation II,
apobr,Apolipoprotein B receptor,Cardiometabolic II,
apoc1,Apolipoprotein C-I,Inflammation II,
apod,Apolipoprotein D,Inflammation II,
apoe,Apolipoprotein E,Inflammation II,
apof,Apolipoprotein F,Inflammation II,
apol1,Apolipoprotein L1,Inflammation II,
appl2,DCC-interacting protein 13-beta,Inflammation II,
araf,Serine/threonine-protein kinase A-Raf,Oncology II,
arf6,ADP-ribosylation factor 6,Oncology II,
arfip1,Arfaptin-1,Neurology II,
arg2,"Arginase-2, mitochondrial",Oncology II,
arhgap30,Rho GTPase-activating protein 30,Oncology II,
arhgap45,Rho GTPase-activating protein 45,Inflammation II,
arhgap5,Rho GTPase-activating protein 5,Oncology II,
arhgef1,Rho guanine nucleotide exchange factor 1,Neurology II,
arhgef10,Rho guanine nucleotide exchange factor 10,Neurology II,
arhgef5,Rho guanine nucleotide exchange factor 5,Neurology II,
arid3a,AT-rich interactive domain-containing protein 3A,Neurology II,
arl13b,ADP-ribosylation factor-like protein 13B,Cardiometabolic II,
arl2bp,ADP-ribosylation factor-like protein 2-binding protein,Cardiometabolic II,
armcx2,Armadillo repeat-containing X-linked protein 2,Neurology II,
arntl,Aryl hydrocarbon receptor nuclear translocator-like protein 1,Cardiometabolic II,
art5,Ecto-ADP-ribosyltransferase 5,Neurology II,
asah1,Acid ceramidase,Cardiometabolic II,
asgr2,Asialoglycoprotein receptor 2,Inflammation II,
aspn,Asporin,Cardiometabolic II,
aspscr1,Tether containing UBX domain for GLUT4,Neurology II,
asrgl1,Isoaspartyl peptidase/L-asparaginase,Cardiometabolic II,
ass1,Argininosuccinate synthase,Cardiometabolic II,
atf4,Cyclic AMP-dependent transcription factor ATF-4,Oncology II,
atg16l1,Autophagy-related protein 16-1,Oncology II,
atp1b1,Sodium/potassium-transporting ATPase subunit beta-1,Cardiometabolic II,
atp1b2,Sodium/potassium-transporting ATPase subunit beta-2,Cardiometabolic II,
atp1b3,Sodium/potassium-transporting ATPase subunit beta-3,Cardiometabolic II,
atp1b4,Protein ATP1B4,Oncology II,
atp2b4,Plasma membrane calcium-transporting ATPase 4,Cardiometabolic II,
atp5f1d,"ATP synthase subunit delta, mitochondrial",Cardiometabolic II,
atp6v1g1,V-type proton ATPase subunit G 1,Cardiometabolic II,
atp6v1g2,V-type proton ATPase subunit G 2,Cardiometabolic II,
atraid,All-trans retinoic acid-induced differentiation factor,Oncology II,
atrn,"Attractin, Isoform 2",Inflammation II,
atxn2,Ataxin-2,Neurology II,
atxn2l,Ataxin-2-like protein,Neurology II,
atxn3,Ataxin-3,Neurology II,
azi2,5-azacytidine-induced protein 2,Neurology II,
b2m,Beta-2-microglobulin,Inflammation II,
b3gat3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Cardiometabolic II,
b3gnt7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",Cardiometabolic II,
babam1,BRISC and BRCA1-A complex member 1,Inflammation II,
bag4,BAG family molecular chaperone regulator 4,Inflammation II,
bap18,Chromatin complexes subunit BAP18,Neurology II,
batf,Basic leucine zipper transcriptional factor ATF-like,Neurology II,
bcat1,"Branched-chain-amino-acid aminotransferase, cytosolic",Cardiometabolic II,
bcat2,"Branched-chain-amino-acid aminotransferase, mitochondrial",Neurology II,
bche,Cholinesterase,Inflammation II,
bcl2,Apoptosis regulator Bcl-2,Oncology II,
bcl2l1,Bcl-2-like protein 1,Neurology II,
bcl2l15,Bcl-2-like protein 15,Inflammation II,
bcl7a,B-cell CLL/lymphoma 7 protein family member A,Oncology II,
bcl7b,B-cell CLL/lymphoma 7 protein family member B,Oncology II,
bdnf,Brain-derived neurotrophic factor,Cardiometabolic II,
becn1,Beclin-1,Cardiometabolic II,
bex3,Protein BEX3,Oncology II,
bglap,Osteocalcin,Cardiometabolic II,
bhlhe40,Class E basic helix-loop-helix protein 40,Neurology II,
bhmt2,S-methylmethionine--homocysteine S-methyltransferase BHMT2,Cardiometabolic II,
blnk,B-cell linker protein,Inflammation II,
bloc1s2,Biogenesis of lysosome-related organelles complex 1 subunit 2,Neurology II,
bloc1s3,Biogenesis of lysosome-related organelles complex 1 subunit 3,Neurology II,
bmp10,Bone morphogenetic protein 10,Inflammation II,
bmper,BMP-binding endothelial regulator protein,Inflammation II,
bnip2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,Cardiometabolic II,
bnip3l,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,Inflammation II,
bola1,BolA-like protein 1,Neurology II,
bola2_bola2b,BolA-like protein 2,Cardiometabolic II,
bpifa2,BPI fold-containing family A member 2,Cardiometabolic II,
bpifb2,BPI fold-containing family B member 2,Cardiometabolic II,
brap,BRCA1-associated protein,Oncology II,
brd1,Bromodomain-containing protein 1,Oncology II,
brd2,Bromodomain-containing protein 2,Neurology II,
brd3,Bromodomain-containing protein 3,Cardiometabolic II,
brdt,Bromodomain testis-specific protein,Cardiometabolic II,
brme1,Break repair meiotic recombinase recruitment factor 1,Neurology II,
brsk2,Serine/threonine-protein kinase BRSK2,Neurology II,
bsnd,Barttin,Oncology II,
btd,Biotinidase,Inflammation II,
btla,B- and T-lymphocyte attenuator,Oncology II,
btn1a1,Butyrophilin subfamily 1 member A1,Oncology II,
btnl10,Butyrophilin-like protein 10,Oncology II,
c1galt1c1,C1GALT1-specific chaperone 1,Cardiometabolic II,
c1qbp,"Complement component 1 Q subcomponent-binding protein, mitochondrial",Neurology II,
c1ql2,Complement C1q-like protein 2,Inflammation II,
c1qtnf5,Complement C1q tumor necrosis factor-related protein 5,Inflammation II,
c1qtnf6,Complement C1q tumor necrosis factor-related protein 6,Neurology II,
c1qtnf9,Complement C1q and tumor necrosis factor-related protein 9A,Inflammation II,
c1r,Complement C1r subcomponent,Inflammation II,
c1rl,Complement C1r subcomponent-like protein,Inflammation II,
c1s,Complement C1s subcomponent,Inflammation II,
c2orf69,UPF0565 protein C2orf69,Neurology II,
c3,Complement C3,Inflammation II,
c5,Complement C5,Inflammation II,
c7,Complement component C7,Inflammation II,
c7orf50,Uncharacterized protein C7orf50,Neurology II,
c8b,Complement component C8 beta chain,Inflammation II,
c9,Complement component C9,Inflammation II,
c9orf40,Uncharacterized protein C9orf40,Oncology II,
ca7,Carbonic anhydrase 7,Oncology II,
ca8,Carbonic anhydrase-related protein,Inflammation II,
cabp2,Calcium-binding protein 2,Neurology II,
cacna1c,Voltage-dependent L-type calcium channel subunit alpha-1C,Neurology II,
cacna1h,Voltage-dependent T-type calcium channel subunit alpha-1H,Cardiometabolic II,
cacnb1,Voltage-dependent L-type calcium channel subunit beta-1,Neurology II,
cacnb3,Voltage-dependent L-type calcium channel subunit beta-3,Neurology II,
cacybp,Calcyclin-binding protein,Inflammation II,
cadps,Calcium-dependent secretion activator 1,Neurology II,
calcb,Calcitonin gene-related peptide 2,Neurology II,
calcoco2,Calcium-binding and coiled-coil domain-containing protein 2,Cardiometabolic II,
caly,Neuron-specific vesicular protein calcyon,Cardiometabolic II,
camlg,Guided entry of tail-anchored proteins factor CAMLG,Neurology II,
camsap1,Calmodulin-regulated spectrin-associated protein 1,Neurology II,
capn3,Calpain-3,Oncology II,
caps,Calcyphosin,Neurology II,
casc3,Protein CASC3,Neurology II,
casp4,Caspase-4,Oncology II,
casp7,Caspase-7,Neurology II,
casp9,Caspase-9,Inflammation II,
casq2,Calsequestrin-2,Cardiometabolic II,
cat,Catalase,Inflammation II,
cbln1,Cerebellin-1,Neurology II,
cbs,Cystathionine beta-synthase,Cardiometabolic II,
cbx2,Chromobox protein homolog 2,Cardiometabolic II,
ccar2,Cell cycle and apoptosis regulator protein 2,Neurology II,
ccdc134,Coiled-coil domain-containing protein 134,Oncology II,
ccdc28a,Coiled-coil domain-containing protein 28A,Neurology II,
ccdc50,Coiled-coil domain-containing protein 50,Neurology II,
ccer2,Coiled-coil domain-containing glutamate-rich protein 2,Cardiometabolic II,
ccnd2,G1/S-specific cyclin-D2,Oncology II,
ccne1,G1/S-specific cyclin-E1,Inflammation II,
cd101,Immunoglobulin superfamily member 2,Oncology II,
cd164l2,CD164 sialomucin-like 2 protein,Neurology II,
cd2,T-cell surface antigen CD2,Cardiometabolic II,
cd226,CD226 antigen,Inflammation II,
cd248,Endosialin,Cardiometabolic II,
cd300a,CMRF35-like molecule 8,Inflammation II,
cd36,Platelet glycoprotein 4,Inflammation II,
cd3d,T-cell surface glycoprotein CD3 delta chain,Neurology II,
cd3e,T-cell surface glycoprotein CD3 epsilon chain,Oncology II,
cd3g,T-cell surface glycoprotein CD3 gamma chain,Inflammation II,
cd5l,CD5 antigen-like,Inflammation II,
cd7,T-cell antigen CD7,Inflammation II,
cd72,B-cell differentiation antigen CD72,Inflammation II,
cd80,T-lymphocyte activation antigen CD80,Cardiometabolic II,
cd82,CD82 antigen,Oncology II,
cd86,T-lymphocyte activation antigen CD86,Oncology II,
cda,Cytidine deaminase,Cardiometabolic II,
cdan1,Codanin-1,Neurology II,
cdc123,Cell division cycle protein 123 homolog,Oncology II,
cdc25a,M-phase inducer phosphatase 1,Oncology II,
cdc26,Anaphase-promoting complex subunit CDC26,Oncology II,
cdc42bpb,Serine/threonine-protein kinase MRCK beta,Oncology II,
cdh22,Cadherin-22,Oncology II,
cdh23,Cadherin-23,Neurology II,
cdh4,Cadherin-4,Neurology II,
cdk1,Cyclin-dependent kinase 1,Oncology II,
cdk5rap3,CDK5 regulatory subunit-associated protein 3,Neurology II,
cdkl5,Cyclin-dependent kinase-like 5,Neurology II,
ceacam16,Carcinoembryonic antigen-related cell adhesion molecule 16,Oncology II,
ceacam18,Carcinoembryonic antigen-related cell adhesion molecule 18,Oncology II,
ceacam19,Carcinoembryonic antigen-related cell adhesion molecule 19,Oncology II,
ceacam20,Carcinoembryonic antigen-related cell adhesion molecule 20,Oncology II,
ceacam6,Carcinoembryonic antigen-related cell adhesion molecule 6,Cardiometabolic II,
cebpa,CCAAT/enhancer-binding protein alpha,Inflammation II,
cela2a,Chymotrypsin-like elastase family member 2A,Cardiometabolic II,
celsr2,Cadherin EGF LAG seven-pass G-type receptor 2,Inflammation II,
cemip2,Cell surface hyaluronidase,Inflammation II,
cend1,Cell cycle exit and neuronal differentiation protein 1,Neurology II,
cenpf,Centromere protein F,Oncology II,
cenpj,Centromere protein J,Oncology II,
cep112,Centrosomal protein of 112 kDa,Cardiometabolic II,
cep152,Centrosomal protein of 152 kDa,Oncology II,
cep170,Centrosomal protein of 170 kDa,Cardiometabolic II,
cep290,Centrosomal protein of 290 kDa,Oncology II,
cep350,Centrosome-associated protein 350,Oncology II,
cetn3,Centrin-3,Oncology II,
cfb,Complement factor B,Inflammation II,
cfd,Complement factor D,Inflammation II,
cfh,Complement factor H,Inflammation II,
cfhr2,Complement factor H-related protein 2,Inflammation II,
cfhr4,Complement factor H-related protein 4,Inflammation II,
cfhr5,Complement factor H-related protein 5  (CFHR5),Inflammation II,
cfi,Complement factor I,Inflammation II,
cfp,Properdin,Inflammation II,
cgb3_cgb5_cgb8,Choriogonadotropin subunit beta 3 (CGB3),Inflammation II,
cgn,Cingulin,Neurology II,
chad,Chondroadherin,Inflammation II,
chchd10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",Neurology II,
chchd6,MICOS complex subunit MIC25,Oncology II,
chga,Chromogranin-A,Cardiometabolic II,
chm,Rab proteins geranylgeranyltransferase component A 1,Neurology II,
chmp6,Charged multivesicular body protein 6,Cardiometabolic II,
chp1,Calcineurin B homologous protein 1,Neurology II,
chrm1,Muscarinic acetylcholine receptor M1,Neurology II,
cilp,Cartilage intermediate layer protein 1,Cardiometabolic II,
cinp,Cyclin-dependent kinase 2-interacting protein,Oncology II,
cirbp,Cold-inducible RNA-binding protein,Oncology II,
cit,Citron Rho-interacting kinase,Neurology II,
ckb,Creatine kinase B-type,Cardiometabolic II,
clasp1,CLIP-associating protein 1,Oncology II,
clec12a,C-type lectin domain family 12 member A,Inflammation II,
clec2l,C-type lectin domain family 2 member L,Neurology II,
clec3b,Tetranectin,Inflammation II,
clec4m,C-type lectin domain family 4 member M,Cardiometabolic II,
clgn,Calmegin,Neurology II,
clic5,Chloride intracellular channel protein 5,Neurology II,
clint1,Clathrin interactor 1,Oncology II,
clns1a,Methylosome subunit pICln,Neurology II,
clstn3,Calsyntenin-3 (CLSTN3),Neurology II,
clu,Clusterin,Inflammation II,
cmc1,COX assembly mitochondrial protein homolog,Cardiometabolic II,
cmip,C-Maf-inducing protein,Oncology II,
cngb3,Cyclic nucleotide-gated cation channel beta-3,Neurology II,
cnp,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",Cardiometabolic II,
cntf,Ciliary neurotrophic factor,Neurology II,
cntnap4,Contactin-associated protein-like 4,Neurology II,
coch,Cochlin (COCH),Cardiometabolic II,
col15a1,Collagen alpha-1(XV) chain,Cardiometabolic II,
col24a1,Collagen alpha-1(XXIV) chain,Oncology II,
col28a1,Collagen alpha-1(XXVIII) chain,Neurology II,
col2a1,Collagen alpha-1(II) chain,Cardiometabolic II,
col3a1,Collagen alpha-1(III) chain,Cardiometabolic II,
col4a4,Collagen alpha-4(IV) chain,Oncology II,
col5a1,Collagen alpha-1(V) chain,Inflammation II,
col9a2,Collagen alpha-2(IX) chain,Oncology II,
commd1,COMM domain-containing protein 1,Cardiometabolic II,
commd9,COMM domain-containing protein 9,Oncology II,
copb2,Coatomer subunit beta',Cardiometabolic II,
coq7,"5-demethoxyubiquinone hydroxylase, mitochondrial",Cardiometabolic II,
coro6,Coronin-6,Neurology II,
cox6b1,Cytochrome c oxidase subunit 6B1,Cardiometabolic II,
cpa4,Carboxypeptidase A4,Inflammation II,
cpb2,Carboxypeptidase B2,Inflammation II,
cplx2,Complexin-2,Oncology II,
cpox,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",Inflammation II,
cpq,Carboxypeptidase Q,Cardiometabolic II,
cptp,Ceramide-1-phosphate transfer protein,Cardiometabolic II,
cpxm2,Inactive carboxypeptidase-like protein X2,Cardiometabolic II,
cr1,Complement receptor type 1,Inflammation II,
creb3,Cyclic AMP-responsive element-binding protein 3,Oncology II,
crebzf,CREB/ATF bZIP transcription factor,Oncology II,
creld1,Protein disulfide isomerase CRELD1,Inflammation II,
crisp3,Cysteine-rich secretory protein 3,Inflammation II,
crtap,Cartilage-associated protein,Neurology II,
crybb1,Beta-crystallin B1,Cardiometabolic II,
crybb2,Beta-crystallin B2,Neurology II,
crygd,Gamma-crystallin D,Neurology II,
crym,Ketimine reductase mu-crystallin,Neurology II,
cryzl1,Quinone oxidoreductase-like protein 1,Cardiometabolic II,
csde1,Cold shock domain-containing protein E1,Cardiometabolic II,
csf1r,Macrophage colony-stimulating factor 1 receptor,Inflammation II,
csf2,Granulocyte-macrophage colony-stimulating factor,Cardiometabolic II,
csf2rb,Cytokine receptor common subunit beta,Inflammation II,
csf3r,Granulocyte colony-stimulating factor receptor,Inflammation II,
csh1,Chorionic somatomammotropin hormone 1,Inflammation II,
csnk1d,Casein kinase I isoform delta (CSNK1D),Inflammation II,
csnk2a1,Casein kinase II subunit alpha,Neurology II,
cspg4,Chondroitin sulfate proteoglycan 4,Cardiometabolic II,
cspg5,Chondroitin sulfate proteoglycan 5,Neurology II,
csrp3,Cysteine and glycine-rich protein 3,Cardiometabolic II,
cst1,Cystatin-SN,Inflammation II,
ctag1a_ctag1b,Cancer/testis antigen 1,Oncology II,
ctbs,Di-N-acetylchitobiase,Inflammation II,
cthrc1,Collagen triple helix repeat-containing protein 1,Cardiometabolic II,
ctla4,Cytotoxic T-lymphocyte protein 4,Cardiometabolic II,
ctnna1,Catenin alpha-1,Neurology II,
ctrl,Chymotrypsin-like protease CTRL-1,Neurology II,
ctse,Cathepsin E,Inflammation II,
cuzd1,CUB and zona pellucida-like domain-containing protein 1,Neurology II,
cwc15,Spliceosome-associated protein CWC15 homolog,Oncology II,
cyb5a,Cytochrome b5,Oncology II,
cyb5r2,NADH-cytochrome b5 reductase 2,Oncology II,
